phase,case_id,control,graph_symbol,changed_logits,changed_voxels,changed_components,expected_behavior,observed_behavior,pass
d3_full_propref,Case1047,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1053,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1053,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,150,0,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case1053,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1062,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1062,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,359,1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case1062,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1070,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1070,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,241,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case1070,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1073,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1073,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,97,5,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case1073,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1080,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case1080,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,40,-1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case1080,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2002,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2002,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,107,-2,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
d3_full_propref,Case2002,anchor_residual_control_off_path,SRRProposeRefineMyoPS.forward(force_closed_gate=True),False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2007,no_op,SRRProposeRefineMyoPS.forward/no_op_control,False,0,0,zero_effect,CONTROL_ZERO_EFFECT,True
d3_full_propref,Case2007,positive_negative_prototype_swap,ProposalDictionary.positive<->negative,True,57,1,known_bad_detected,KNOWN_BAD_DETECTED_HARMFUL,True
